id,family_id,split,style,question,intent,skill,entities,expected_action,backend_sources,response_strategy,must_do,must_not,clarification_question,notes
PRICE_001-15,PRICE_001,train,slang,gia hiện tại của casper gc-09is35?,PRODUCT_PRICE,,"{""product"": ""resolve""}",GET_CURRENT_PRICE,"[""PRICE_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Return current verified price and sale price if present.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not answer from model memory.""]",,
PROMO_001-01,PROMO_001,train,natural,Con này đang có khuyến mại gì?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-02,PROMO_001,train,no_accent,Con nay dang co khuyen mai gi?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-03,PROMO_001,train,natural,Mua điều hòa có được miễn phí lắp đặt không?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-04,PROMO_001,train,no_accent,Mua dieu hoa co duoc mien phi lap dat khong?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-05,PROMO_001,train,slang,mua dieu hoa có dc miễn phí lắp đặt ko?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-06,PROMO_001,train,natural,Midea hôm nay có chương trình giảm giá gì?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-07,PROMO_001,train,no_accent,Midea hom nay co chuong trinh giam gia gi?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-08,PROMO_001,train,slang,midea hôm nay có chương trình giảm gia gì?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-09,PROMO_001,train,natural,TV Sony này có quà tặng không?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-10,PROMO_001,train,no_accent,TV Sony nay co qua tang khong?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-11,PROMO_001,train,slang,tv sony này có quà tặng ko?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-12,PROMO_001,train,natural,Máy giặt LG đang giảm bao nhiêu?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-13,PROMO_001,train,no_accent,May giat LG dang giam bao nhieu?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
PROMO_001-14,PROMO_001,train,slang,may giat lg đang giảm bn?,PRODUCT_PROMOTION,,"{""product_or_brand"": ""resolve""}",GET_ACTIVE_PROMOTIONS,"[""PROMOTION_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Check validity dates and applicable product/brand/category.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-01,STOCK_001,train,natural,FTKB35 còn hàng không?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-02,STOCK_001,train,no_accent,FTKB35 con hang khong?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-03,STOCK_001,train,slang,ftkb35 con hang ko?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-04,STOCK_001,train,natural,Con này còn mấy cái?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-05,STOCK_001,train,no_accent,Con nay con may cai?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-06,STOCK_001,train,natural,Daikin 18000 BTU còn hàng không?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-07,STOCK_001,train,no_accent,Daikin 18000 BTU con hang khong?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-08,STOCK_001,train,slang,daikin 18000 btu con hang ko?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-09,STOCK_001,train,natural,LG FV1412 có sẵn hàng không?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-10,STOCK_001,train,no_accent,LG FV1412 co san hang khong?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-11,STOCK_001,train,slang,lg fv1412 có sẵn hàng ko?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-12,STOCK_001,train,natural,Mẫu Panasonic này còn kho không?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-13,STOCK_001,train,no_accent,Mau Panasonic nay con kho khong?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
STOCK_001-14,STOCK_001,train,slang,mẫu panasonic này còn kho ko?,PRODUCT_STOCK,,"{""product"": ""resolve""}",GET_CURRENT_STOCK,"[""INVENTORY_SERVICE"", ""PRODUCT_DB""]",DIRECT_TEMPLATE,"[""Use current inventory data; distinguish exact quantity vs availability if policy hides quantity.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BESTSELLER_001-01,BESTSELLER_001,test,natural,Top những điều hòa Midea bán chạy nhất,BEST_SELLER,,"{""brand"": ""extract_if_present"", ""category"": ""extract"", ""time_window"": ""extract_if_present""}",QUERY_VERIFIED_SALES_RANKING,"[""SALES_ANALYTICS"", ""ORDER_DB"", ""PRODUCT_DB""]",RANKED_PRODUCT_LIST,"[""Rank only using an explicit verified sales metric such as unitsSold30d/orders30d.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not label a product 'best seller' if no ranking metric exists.""]","If no ranking data exists, state that verified best-seller ranking is unavailable and offer popular/in-stock alternatives.",
BESTSELLER_001-02,BESTSELLER_001,test,no_accent,Top nhung dieu hoa Midea ban chay nhat,BEST_SELLER,,"{""brand"": ""extract_if_present"", ""category"": ""extract"", ""time_window"": ""extract_if_present""}",QUERY_VERIFIED_SALES_RANKING,"[""SALES_ANALYTICS"", ""ORDER_DB"", ""PRODUCT_DB""]",RANKED_PRODUCT_LIST,"[""Rank only using an explicit verified sales metric such as unitsSold30d/orders30d.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not label a product 'best seller' if no ranking metric exists.""]","If no ranking data exists, state that verified best-seller ranking is unavailable and offer popular/in-stock alternatives.",
BESTSELLER_001-03,BESTSELLER_001,test,slang,top những dieu hoa midea bán chạy nhất,BEST_SELLER,,"{""brand"": ""extract_if_present"", ""category"": ""extract"", ""time_window"": ""extract_if_present""}",QUERY_VERIFIED_SALES_RANKING,"[""SALES_ANALYTICS"", ""ORDER_DB"", ""PRODUCT_DB""]",RANKED_PRODUCT_LIST,"[""Rank only using an explicit verified sales metric such as unitsSold30d/orders30d.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not label a product 'best seller' if no ranking metric exists.""]","If no ranking data exists, state that verified best-seller ranking is unavailable and offer popular/in-stock alternatives.",
BESTSELLER_001-04,BESTSELLER_001,test,natural,Điều hòa nào bán chạy nhất hiện nay?,BEST_SELLER,,"{""brand"": ""extract_if_present"", ""category"": ""extract"", ""time_window"": ""extract_if_present""}",QUERY_VERIFIED_SALES_RANKING,"[""SALES_ANALYTICS"", ""ORDER_DB"", ""PRODUCT_DB""]",RANKED_PRODUCT_LIST,"[""Rank only using an explicit verified sales metric such as unitsSold30d/orders30d.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not label a product 'best seller' if no ranking metric exists.""]","If no ranking data exists, state that verified best-seller ranking is unavailable and offer popular/in-stock alternatives.",
BESTSELLER_001-05,BESTSELLER_001,test,no_accent,Dieu hoa nao ban chay nhat hien nay?,BEST_SELLER,,"{""brand"": ""extract_if_present"", ""category"": ""extract"", ""time_window"": ""extract_if_present""}",QUERY_VERIFIED_SALES_RANKING,"[""SALES_ANALYTICS"", ""ORDER_DB"", ""PRODUCT_DB""]",RANKED_PRODUCT_LIST,"[""Rank only using an explicit verified sales metric such as unitsSold30d/orders30d.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not label a product 'best seller' if no ranking metric exists.""]","If no ranking data exists, state that verified best-seller ranking is unavailable and offer popular/in-stock alternatives.",
